carbon_price_scenario,model_project_name,pathway_name,year,technology,current_regulatory_cost_eur_per_t_pp,hypothetical_eol_cost_eur_per_t_pp,analytical_total_cost_eur_per_t_pp,capex_annuity_eur_per_t_pp,additional_opex_eur_per_t_pp,direct_process_emissions_t_co2_per_t_pp,co2_price_eur_per_t_co2,direct_process_co2_cost_eur_per_t_pp,electricity_cost_eur_per_t_pp,natural_gas_cost_eur_per_t_pp,hydrogen_cost_eur_per_t_pp,naphtha_cost_eur_per_t_pp,pcw_cost_eur_per_t_pp,biomass_cost_eur_per_t_pp,renewable_naphtha_cost_eur_per_t_pp,renewable_propane_cost_eur_per_t_pp
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2025,Steamcracker_Naphtha,1360.2372427781047,341.7576,1701.9948427781048,196.93594277810507,67.77,1.57,108.84,170.8788,56.508,259.1445,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2026,Steamcracker_Naphtha,1340.0843427781049,398.9998,1739.084142778105,196.93594277810507,67.77,1.57,127.07,199.4999,51.816,215.06250000000003,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2027,Steamcracker_Naphtha,1351.2649427781053,456.2420000000001,1807.5069427781052,196.93594277810507,67.77,1.57,145.3,228.12100000000004,52.836,196.60200000000003,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2028,Steamcracker_Naphtha,1356.5302427781048,513.5156,1870.045842778105,196.93594277810507,67.77,1.57,163.54,256.7578,46.716,179.3505,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2029,Steamcracker_Naphtha,1362.721842778105,570.7578000000001,1933.4796427781048,196.93594277810507,67.77,1.57,181.77,285.37890000000004,42.84,160.797,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2030,Steamcracker_Naphtha,1369.775942778105,628,1997.775942778105,196.93594277810507,67.77,1.57,200,314,39.78,142.29000000000002,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2031,Steamcracker_Naphtha,1395.1849427781049,690.8000000000001,2085.984942778105,196.93594277810507,67.77,1.57,220,345.40000000000003,38.811,137.268,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2032,Steamcracker_Naphtha,1425.5604427781047,753.6,2179.160442778105,196.93594277810507,67.77,1.57,240,376.8,39.321,135.73350000000002,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2033,Steamcracker_Naphtha,1456.6499427781048,816.4,2273.0499427781047,196.93594277810507,67.77,1.57,260,408.2,40.545,134.199,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2034,Steamcracker_Naphtha,1487.071942778105,879.2,2366.271942778105,196.93594277810507,67.77,1.57,280,439.6,41.055,132.711,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2035,Steamcracker_Naphtha,1516.830942778105,942,2458.830942778105,196.93594277810507,67.77,1.57,300,471,40.902,131.223,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2036,Steamcracker_Naphtha,1546.381442778105,1004.8,2551.181442778105,196.93594277810507,67.77,1.57,320,502.40000000000003,40.49400000000001,129.78150000000002,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2037,Steamcracker_Naphtha,1575.778942778105,1067.6,2643.378942778105,196.93594277810507,67.77,1.57,340,533.8000000000001,39.933,128.34,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2038,Steamcracker_Naphtha,1604.916942778105,1130.4,2735.316942778105,196.93594277810507,67.77,1.57,360,565.2,39.066,126.945,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2039,Steamcracker_Naphtha,1634.0084427781053,1193.2,2827.208442778105,196.93594277810507,67.77,1.57,380,596.6,38.199000000000005,125.5035,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2040,Steamcracker_Naphtha,1663.1464427781052,1256,2919.146442778105,196.93594277810507,67.77,1.57,400,628,37.332,124.10850000000002,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2041,Steamcracker_Naphtha,1694.2869427781047,1318.8,3013.086942778105,196.93594277810507,67.77,1.57,420,659.4,37.026,124.155,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2042,Steamcracker_Naphtha,1725.7064427781052,1381.6,3107.306442778105,196.93594277810507,67.77,1.57,440,690.8000000000001,36.72,124.4805,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2043,Steamcracker_Naphtha,1757.1769427781053,1444.4,3201.576942778105,196.93594277810507,67.77,1.57,460,722.2,36.465,124.806,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2044,Steamcracker_Naphtha,1788.336942778105,1507.2,3295.5369427781047,196.93594277810507,67.77,1.57,480,753.6,35.853,125.178,0,608.9999999999999,0,0,0,0
high,Steamcracker Naphtha,Fossil naphtha via conventional steam cracking,2045,Steamcracker_Naphtha,1819.8074427781048,1570,3389.807442778105,196.93594277810507,67.77,1.57,500,785,35.598,125.5035,0,608.9999999999999,0,0,0,0
high,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2025,eSteamcracker_Naphtha,1467.2019427781051,341.7576,1808.959542778105,196.93594277810507,67.77,0.2,108.84,21.768,571.728,0,0,608.9999999999999,0,0,0,0
high,E-Steamcracker Naphtha,Fossil naphtha via electric steam cracking,2026,eSteamcracker_Naphtha,1423.375942778105,398.9998,1822.375742778105,196.93594277810507,67.77,0.2,127.07,25.414,524.256,0,0,608.9999999999999,0,0,0,0
